embedding,labels
"-0.64948493,-3.7675607,0.19758321,-0.16195898,-1.2039183",1
"1.5037181,-4.2969127,-0.44993377,0.16193333,-0.7038035",1
"2.6203108,-3.5963151,-1.0426476,-0.16326778,-0.5297625",2
"9.57857,0.7773191,0.71250296,0.6974109,-0.11950826",0
"-5.792083,3.3064451,-0.92833024,1.219453,-0.9610221",5
"8.055793,0.93181473,0.14453854,0.32275084,-0.39067283",0
"1.7755886,-3.3015716,-0.19002452,0.31603202,-0.80516344",1
"-0.37850675,-3.2671413,0.2770736,0.35051423,-2.1660113",2
"0.33847496,-4.5320573,-0.673705,-1.608129,0.3651329",1
"-5.076305,1.7408359,-2.902853,-0.55341023,-0.81120956",5
"-4.75639,4.115443,-0.9465123,-2.1096606,0.8035668",5
"-2.269293,5.1879177,1.9671873,-0.31029227,0.075460345",3
"8.399045,2.816202,-0.9776612,-0.2891754,-1.587997",0
"-0.8480686,-2.2976747,0.3399476,0.66664404,0.0349999",2
"-1.8180716,-1.4419029,-0.32371578,-1.3123417,1.4239914",1
"8.201019,1.5156842,-0.5472723,0.932246,-1.9332491",0
"0.9766246,-5.3688545,-0.81000495,-0.5227601,-1.6410114",1
"-4.7722635,4.071836,-1.2430766,1.4177625,-1.6705751",4
"0.6664316,-3.8725348,-0.1745607,-1.0601856,-0.7688243",1
"-2.9936764,4.898259,-1.034253,-1.0425174,1.6557586",3
"-0.7734169,-3.7895575,0.12739636,-0.24388409,-0.8917105",2
"-2.3166962,-1.160856,0.003838245,-1.1532955,1.307919",2
"1.0717816,-4.1224704,0.3832872,0.56649536,-1.7002549",1
"-3.2428114,2.3284461,0.14955412,-0.38134545,-1.7283546",5
"2.4249208,-4.730095,-1.5980256,-0.30079746,-0.82198095",1
"-3.7010624,2.3592887,0.63671553,-0.6013471,-0.98583037",5
"-3.120091,5.3768377,-2.0916028,-0.8420451,0.31694996",5
"0.9808308,-3.4509454,-1.4138778,0.5927135,0.585139",1
"-1.491848,-0.96880174,-0.15585656,0.43682182,0.8348927",2
"0.80871296,-5.8958244,-2.3167832,-1.5342717,0.76620334",1
"7.609289,4.0545173,1.2766429,-0.8275548,-1.1299685",0
"-0.8307686,-1.3928592,-0.65702796,-1.2118132,1.0559479",2
"-6.361476,3.2365205,-0.705585,0.6885916,0.10376305",5
"2.2905788,-4.867024,-0.35112664,0.45573193,-1.15305",1
"-1.5727547,-2.4709096,-1.2330319,-1.1002036,-0.3765292",1
"8.51408,1.4618047,1.0491405,0.32196888,-0.20420404",0
"6.937015,1.7366151,2.3012059,0.45604756,-1.0393811",0
"2.1066544,-5.131281,-2.029693,-0.62923896,-0.8232381",2
"-2.5411274,4.7180896,2.058846,-0.27969208,0.44098318",3
"8.654874,-0.7446094,-1.194651,0.30814123,-0.97171134",0
"7.6148295,2.2178214,1.5853275,-0.116050005,-0.8994054",0
"-0.3256098,6.3853436,-0.3583408,1.086491,-0.8297058",3
"-4.4333515,-1.2788,-0.08170689,0.48117024,1.3289446",2
"-2.0301006,-4.0873337,0.08190511,-0.6597728,-1.3511785",2
"-0.0011116681,-3.4599752,-1.7144727,0.28049263,-0.074395",2
"-3.0502517,1.7913238,-1.1927105,0.737132,-1.0657306",5
"-2.3818278,5.0303845,-1.178087,1.3336718,1.8928064",3
"10.204722,-2.5080342,-0.42344597,-0.23380825,0.51265514",0
"-0.71889454,-1.5942482,-0.1239291,-0.87700665,1.1667885",2
"-1.3137167,-1.3902332,0.34683186,-0.57628554,1.6013098",1
"0.8600578,-4.1670413,-1.1551886,0.7304959,-1.266972",1
"-3.1522667,7.5815496,-1.4555459,2.4544163,0.22011258",4
"-2.8068178,7.229584,-0.74834436,2.7705858,0.4161414",4
"-5.5650187,2.5625527,-2.3256392,1.7240688,-1.2077103",4
"-3.4768486,2.4624279,-1.3380798,0.30368152,-1.6878368",5
"-0.9992386,-0.2199801,0.48421434,-0.3798491,1.8577311",1
"-0.98280144,-3.223902,-0.7673831,-0.8146497,-0.8666698",1
"-4.3203006,7.265241,-1.7405773,1.8607814,-2.3528268",4
"-4.009219,3.1789849,-0.87990713,-2.2521818,1.4930665",5
"-4.3587556,7.3055553,-1.8719318,1.927643,-2.289829",4
"-1.0860926,5.783722,-0.6638909,-0.68179387,1.4409701",3
"-2.702884,6.518118,0.04132733,-0.13688967,-1.9872017",4
"0.38642302,-3.7811487,-1.7464687,-0.8104415,-1.7150055",2
"-6.25396,3.1759472,-1.7607567,0.7290308,-0.8895179",5
"-0.3023645,-4.587468,-1.2387944,-1.2353426,-0.4636451",1
"-1.3408537,-1.2297168,0.1056077,0.55947465,0.59280515",2
"-0.28953412,-4.853269,-1.8681628,-0.20536162,-1.3694886",1
"9.146512,-1.9883987,-0.47075683,0.026542079,-0.5557522",0
"0.4322774,-3.1164198,-0.65716773,-1.0031687,-1.9735415",1
"9.233557,0.5402123,1.4568375,-0.20309867,0.24702792",0
"0.9175852,-4.979748,-1.7302738,-1.876939,-0.8293218",2
"0.49267638,-4.3916917,-2.9657083,-0.66245466,0.46364462",2
"10.156323,-1.0823289,0.055004913,-0.7303872,-1.013778",0
"-3.1562607,1.9670067,-2.0576432,-0.4359645,-1.5136908",5
"-3.782287,2.589961,-0.44995004,-2.3680873,1.3974737",3
"0.9619988,-4.054434,-0.16497499,-2.2843127,-1.2780507",1
"0.5169708,-3.5150032,-0.58270794,-0.9151019,-1.5236804",1
"-5.6235905,4.5995426,0.9834703,0.8861999,1.0988021",5
"-1.0537784,6.6721153,-0.06860154,2.5687993,-0.025840873",3
"-5.2911406,2.91299,-2.91392,-1.0822465,-0.50814337",4
"-1.8764665,5.6412673,-1.419409,0.77124614,1.5887996",3
"-6.0353165,4.6250114,-3.0470128,-0.96571,-0.4886814",4
"1.3692261,-6.2122116,-0.09541825,-1.4882165,-1.1440874",1
"0.7897884,-3.5470722,-1.2968684,-1.8538375,0.59023756",2
"11.663554,-3.389927,-0.22606814,-0.4273901,-0.062776394",0
"9.120825,-0.9975311,0.87685597,-1.0383251,-1.6816107",0
"0.815274,-4.8200026,-1.9232492,-0.73454756,0.6643015",2
"-1.1276554,-1.6238755,0.2953174,-0.73728615,1.4341898",1
"9.422938,0.13216789,-0.9370313,0.7713726,-1.3725482",0
"0.54232264,-4.7298813,-0.78682256,-0.96865726,-0.2580693",2
"-2.6069775,7.468245,-0.42123073,1.6274505,-1.9985958",4
"-1.8616451,6.7370048,0.6679448,0.38955897,-1.3205014",3
"-2.1934156,7.399139,0.17296864,2.3011706,-0.9548036",4
"1.3234093,-4.757028,-1.473501,-1.0705961,2.0015128",2
"-4.7134924,3.6589568,-0.71499735,-2.8685927,0.38147187",5
"-2.6955884,4.6732197,-0.9811925,-0.90992814,1.9684329",3
"-2.2297976,7.5141087,-0.031480823,1.8134661,-1.7573872",4
"-4.699558,2.1423905,-2.9400907,-0.9911582,-1.2403291",4
"10.704286,-3.0571148,-0.66791695,-0.30138594,-0.0032022349",0
"-2.6851761,3.8497672,-0.57353127,-1.2106135,2.1868742",3
"8.362067,0.5500091,0.41172794,-0.5707478,-0.2952077",0
"-4.406009,3.0921407,-2.333903,-1.1622133,-2.1974497",5
"-3.0275226,0.985994,-0.74754244,0.5574707,-1.1388406",3
"-2.9993634,7.140029,-2.1472118,1.492715,0.44557115",4
"-1.6643499,6.49935,-0.9738279,0.42793083,-1.5934616",3
"-5.5115457,5.8609915,0.9922953,0.8789264,0.25052175",4
"-2.2189858,7.418532,-0.2210476,2.505469,-0.7618953",3
"-5.360373,2.4514148,-2.2355762,1.9081894,-1.273642",4
"-2.0868015,5.671631,-1.0700659,2.3102713,1.4183489",3
"-1.4614053,6.638674,-0.4317515,2.8321857,0.36265713",3
"2.1592999,-4.1934905,-0.25527808,-1.2154812,-0.108135015",2
"7.1486654,3.3425004,0.9965857,0.14654878,-1.1282612",0
"-5.3525057,5.463491,1.4745761,0.38930765,-0.36989787",4
"-1.9035308,-1.2311069,0.48960763,-0.5587419,1.618156",1
"-3.94809,1.8131099,-2.3663268,-0.43861553,-1.2786331",5
"8.114207,2.5484746,1.0550159,-0.3809448,-2.3425317",0
"-3.707911,3.2408478,0.93556374,-1.7949371,0.32592112",3
"8.153679,1.674863,-0.28853577,0.40156007,-1.4361769",0
"-0.9675354,6.4293585,-0.9291923,0.4354819,-0.8692784",3
"9.908961,-1.3529332,0.20260566,-1.0201848,-0.47635433",0
"0.3253534,-1.8888209,-0.73330003,0.37457657,-0.90116554",1
"1.0610266,-3.154358,-0.19760524,-0.16350052,-0.5854899",2
"8.185832,-1.4363525,0.42550325,0.75589275,-0.9024339",0
"6.6011324,3.9625778,0.7845815,-2.156098,-0.022243466",0
"-1.8211751,-2.2568395,-0.70064014,-0.9280712,2.9046316",2
"1.5887738,-4.937034,-0.5566278,-0.09922437,-1.4943081",2
"-3.6068032,2.8751268,-0.40903208,-2.092404,1.7703443",3
"-0.021277925,-4.5891347,-1.6399105,-0.4412619,-1.1156725",2
"-4.965848,6.0683565,-0.99041927,0.09704868,0.40539917",4
"-4.009798,5.322399,-1.4578505,-1.325021,0.10261815",5
"0.57138926,-5.4268484,1.9180293,-2.0340023,-1.036855",1
"-0.18211886,-3.3229125,2.13622,-0.10512839,0.3719291",2
"1.2490602,-4.0088043,1.634809,-2.318733,0.8710571",2
"-4.9773374,2.9579773,1.904243,0.8568171,0.69333524",3
"1.5162287,-4.791724,2.2312758,-0.28917992,-1.3853108",2
"0.8091439,-4.6456738,3.2592332,-1.4874858,-0.7720761",2
"-0.61981934,-4.2554836,2.4215646,-1.3993366,1.563948",2
"6.93981,3.5794191,1.3100876,-1.5117488,-2.380836",0
"8.522931,1.1665158,1.181898,-1.3527129,-0.9009845",0
"-4.2320223,7.249794,-0.48512137,1.9939433,0.4743278",4
"-1.1523558,5.983196,-1.0165799,-0.55037034,0.50686765",3
"-2.425042,-2.5047438,1.8388056,-0.80279386,0.9510809",2
"-4.3497972,3.5294285,-0.20472367,-2.552573,0.31226867",4
"10.130449,-3.2837415,-0.13519238,-0.96662766,0.19398053",0
"8.550227,-0.40826195,0.9387491,-1.0876596,-0.79585004",0
"-0.24402703,-3.289837,2.3759577,-1.7286488,-0.80344784",1
"0.22882546,-4.8918467,1.4552879,-2.5040941,0.7953743",1
"-3.2573397,3.9486713,1.76915,-0.9061274,0.16471086",3
"-2.1257346,-2.4179692,1.877995,0.6073251,0.91956645",1
"-1.3037893,-3.3445573,2.4345524,-1.2069108,1.9298205",2
"0.6079423,-5.2884994,2.110512,-0.6698749,0.8339055",1
"-2.9349551,3.3914921,-0.029988745,-1.7267317,1.7018352",3
"-6.138921,1.5406018,-1.2820963,0.47825706,0.07563287",3
"8.768519,-1.0170832,0.45832336,-0.88550615,-0.06540942",0
"7.7784104,1.6203673,0.77389127,-0.91378677,-0.9599459",0
