query,ground_truth
"The following given embeddings correspond to ""walking upstairs"": [[-7.9286914, -0.20165496, 0.018208146, 4.940555, -1.5528253, -0.33539864, 1.5751964, 0.039697196, 2.573993, -1.0526273]], and the following given embeddings correspond to ""standing"": [[-0.29640383, 0.43940797, -5.401189, -0.36281613, 1.5676819, 0.27163777, 1.3979237, 4.9173293, 0.23709203, 0.19118169]]; classify the embedding [-5.985953,0.33507276,0.21852714,-4.9005084,-3.2287676,-0.40725434,-0.40092576,-0.5198524,-1.1676637,0.10404481] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-2.502004, 4.81871, 1.4654993, -4.7447367, -1.8628201, 0.598772, 1.3868365, 0.33153772, 2.7064767, 1.3480134]], and the following given embeddings correspond to ""standing"": [[-4.5165358, -3.2405233, -5.4947886, -1.0755684, 1.8129939, -0.45595217, 0.477304, 1.8684868, 0.7719749, 3.4288979]]; classify the embedding [-7.9286914,-0.20165496,0.018208146,4.940555,-1.5528253,-0.33539864,1.5751964,0.039697196,2.573993,-1.0526273] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-11.153016, 3.5815768, 0.3793565, -0.65662134, -2.792846, -2.0444553, 0.18268088, -0.23410809, 0.34000048, -0.86192256]], and the following given embeddings correspond to ""standing"": [[-2.4631705, -4.531003, -0.25350067, -3.054766, 1.1562444, -4.2765493, -0.19145903, -1.6016885, -3.1562445, 0.40212932]]; classify the embedding [-2.406845,4.626719,3.222136,-0.33503813,-1.6313163,-1.5066746,-0.79772866,1.8650723,0.12682356,3.4210467] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[0.9835292, 3.4997835, -0.3341116, -1.1138145, -2.586648, -2.3318105, 2.880391, 0.18422595, -4.0524993, -1.5986967]], and the following given embeddings correspond to ""standing"": [[0.21957439, -6.6476965, -2.9597309, 1.3192446, 0.68492454, -1.6973702, -0.627755, -1.4676362, 2.4117007, 3.1639516]]; classify the embedding [-0.39701352,3.5436683,-0.78813314,-1.2553437,3.8989635,3.3935168,-0.06380956,-0.98711383,-4.3022923,-0.5688643] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-1.2423588, 5.5233264, 1.9257731, 1.1963648, 0.30501875, -0.6410361, 0.65256196, 1.6396182, -4.594984, 2.432301]], and the following given embeddings correspond to ""standing"": [[4.426671, -5.938291, 2.5440452, 2.3151243, 0.29972252, -4.570359, 0.056600455, 3.5023243, -1.4664476, -0.26813334]]; classify the embedding [-3.0941808,3.685543,-3.3977635,-2.8550541,4.0462575,0.2939175,0.209342,-0.020069338,-1.283378,-1.2705865] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-0.41872942, 2.5904596, 0.23009916, -0.34405926, -0.54934525, -0.85091096, 1.8375326, 2.617186, 2.7545428, -4.8803716]], and the following given embeddings correspond to ""standing"": [[0.73487276, -2.7210746, 3.635243, -4.629821, -1.467682, 0.549705, 1.1185671, 2.2192929, 0.40133756, 4.957543]]; classify the embedding [1.7656264,6.200841,0.9263242,-4.5720077,0.8198748,-0.03260323,-0.7943611,-1.9344748,3.2611606,2.0907557] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-6.630581, -3.4509003, 0.9219645, 1.0957538, -2.7177017, 0.055041336, 2.1107092, -3.8671002, 1.977089, -1.0566016]], and the following given embeddings correspond to ""standing"": [[3.0725353, -8.550783, 0.117133014, -0.07648369, 1.7031038, -0.6118957, -1.6675794, -0.5601642, -3.6715794, -0.51980096]]; classify the embedding [-10.451223,-1.0904928,3.3545382,-0.9039378,-0.6364408,-0.8165359,-0.9370094,0.0707222,2.7840917,-0.21932808] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-2.502004, 4.81871, 1.4654993, -4.7447367, -1.8628201, 0.598772, 1.3868365, 0.33153772, 2.7064767, 1.3480134]], and the following given embeddings correspond to ""standing"": [[2.9614232, -8.566269, 3.8289802, 1.0136205, 3.4053829, -0.5717876, 0.799274, 1.7397448, -1.4871379, 0.79791284]]; classify the embedding [-0.41872942,2.5904596,0.23009916,-0.34405926,-0.54934525,-0.85091096,1.8375326,2.617186,2.7545428,-4.8803716] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-1.2423588, 5.5233264, 1.9257731, 1.1963648, 0.30501875, -0.6410361, 0.65256196, 1.6396182, -4.594984, 2.432301]], and the following given embeddings correspond to ""standing"": [[-1.394439, -0.47345772, 4.489121, 2.607462, 2.3412485, -1.7321273, 2.1923828, 1.5571414, -0.4041575, 1.1814421]]; classify the embedding [-1.7388631,3.3221467,0.634134,0.4099881,-0.6823298,3.7093725,2.3587868,0.8337338,0.39755487,-4.792794] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-8.575695, 1.5725642, -1.7888553, -1.5198884, 1.0682341, -2.1266837, 0.9343258, 0.9446332, -0.72892797, 3.1942563]], and the following given embeddings correspond to ""standing"": [[-2.3552208, -3.0252857, -1.3831799, 5.8419433, 1.0884509, 0.061297, -0.9135595, 5.0149965, 0.72667265, -0.28235707]]; classify the embedding [-1.4896486,3.694196,2.81186,2.2110116,1.6434596,-2.2214792,-2.014667,4.52505,-1.4076012,0.902226] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-7.492677, 8.963568, -0.055188995, 1.5042542, 0.048992656, 0.29566112, 1.961212, -0.51914287, -1.7193508, -1.6733762]], and the following given embeddings correspond to ""standing"": [[0.30324674, -10.204637, 3.2220423, -1.1887518, 2.4791274, 0.61203635, -3.1038597, 3.37024, 0.14285237, -0.5048141]]; classify the embedding [-6.0567946,0.35490668,3.3559256,-1.5347836,-3.1348214,1.3446126,1.2357391,0.055486906,1.4901531,-0.09609893] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-7.4612303, -1.6196675, -1.466858, -0.91883796, -2.5253441, 0.42259282, -0.192062, 0.06884246, 2.360769, 0.74283177]], and the following given embeddings correspond to ""standing"": [[-1.4278188, -4.8619447, 2.9380052, 3.572452, 2.5314932, -0.0010431004, -3.7413356, 1.797824, 0.546261, 2.2517035]]; classify the embedding [-0.9031801,2.4643257,0.9649164,3.696091,1.7098086,1.5212616,3.1523902,3.068424,1.151094,-2.4332776] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-1.8646425, 6.681616, -1.0418351, -0.34884384, -1.6879058, -0.9907031, -1.7818147, -2.1971738, 2.6817846, -4.015043]], and the following given embeddings correspond to ""standing"": [[2.9614232, -8.566269, 3.8289802, 1.0136205, 3.4053829, -0.5717876, 0.799274, 1.7397448, -1.4871379, 0.79791284]]; classify the embedding [-11.153016,3.5815768,0.3793565,-0.65662134,-2.792846,-2.0444553,0.18268088,-0.23410809,0.34000048,-0.86192256] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
"The following given embeddings correspond to ""walking upstairs"": [[-2.4653692, 5.268236, -0.6426951, 2.413686, 0.09407368, -1.2735564, 2.6878285, 5.2220745, -0.13043833, 2.6883593]], and the following given embeddings correspond to ""standing"": [[1.6518611, -2.9566414, 0.5483074, -3.6278937, 3.2819383, -2.5037656, 3.1042302, -3.5500844, 1.1555161, 0.30250707]]; classify the embedding [-1.2423588,5.5233264,1.9257731,1.1963648,0.30501875,-0.6410361,0.65256196,1.6396182,-4.594984,2.432301] as either ""walking upstairs"" or ""standing"", considering the minimum distance to the example embeddings, provided that the distance metric chosen is euclidean distance. Answer in one word.",Walking upstairs
